풀하우스 보드카페,"경기 용인시 수지구 풍덕천로139번길 3 5층
(지번) 풍덕천동 713-3","영업중
매일 13:00 ~ 04:00","010-9469-1577
"
펀보드게임카페 보드카페,"서울 강남구 선릉로86길 34 3층
(지번) 대치동 896-25","영업중
월~금 15:00 ~ 06:00","02-568-0870

"
히어로보드게임카페 부천중동점 보드카페,"경기 부천시 석천로177번길 20 3층
(지번) 중동 1163-12","
영업시간 월,화,수,목,일 13:00 ~ 24:00","032-321-5391

"
보드놀이터 보드카페,"서울 마포구 홍익로 9-1
(지번) 서교동 358-151","
영업시간 월~금 13:00 ~ 23:00","02-6339-4538

"
다이스라떼(DCC카페) 보드카페,"서울 동대문구 천호대로83길 93 동우빌딩 2층
(지번) 장안동 428-3","
영업시간 화~금 14:00 ~ 22:00","02-960-7159

"
카페드봉봉 보드카페,"경기 부천시 부천로3번길 45 부천프라자 2층
(지번) 심곡동 387-1","
영업시간 화~일 14:00 ~ 24:00","032-663-1433

"
히어로보드게임카페 원주단계점 보드카페,"강원 원주시 장미공원길 36 3층
(지번) 단계동 855-3","
영업시간 월~목 12:00 ~ 24:00","
"
보드604 보드카페,"인천 연수구 샘말로43번길 19 3층
(지번) 연수동 604","
영업시간 매일 15:00 ~ 02:00","010-5109-1793

"
홈즈&루팡 범계점 보드카페,"경기 안양시 동안구 평촌대로223번길 44 3층
(지번) 호계동 1045-8","
영업시간 월~목 13:00 ~ 01:00","031-383-8707

"
홀덤인서산 보드카페,"충남 서산시 호수공원6로 61 3층
(지번) 예천동 1259-1","영업중
월~토 19:00 ~ 03:00","
"
보드스토리 보드카페,"서울 종로구 종로12길 16 대성빌딩 4층
(지번) 관철동 19-3","
영업시간 매일 13:00 ~ 23:30","02-732-5400
"
토너랩 보드카페,"경기 수원시 팔달구 아주로 25 3층
(지번) 우만동 577-1",,"070-5089-4678
"
나인원 건대점 보드카페,"서울 광진구 아차산로31길 28 지하 1층
(지번) 화양동 8-50","
영업시간 매일 12:00 ~ 24:00","
"
보드게임101 보드카페,"서울 종로구 새문안로3길 23 경희궁의아침4단지 지하상가 107호
(지번) 내수동 73","영업중
매일 00:00 ~ 24:00","070-8627-1688

"
하이힐 보드카페,"서울 용산구 보광로59길 36 5층
(지번) 이태원동 66-2",,"02-790-3106

"
더지니어스 보드카페,"경기 광주시 경안로 5 3층
(지번) 경안동 22-2",,"031-765-3179
"
정글비 하남미사점 보드카페,"경기 하남시 미사강변중앙로198번길 35 우성르보아리버 2층 206호
(지번) 망월동 1096-2","
영업시간 월~금 14:00 ~ 24:00","031-794-9212

"
플레이어스19 보드카페,"경기 성남시 분당구 분당로53번길 13 산호트윈스2 4층 407호
(지번) 서현동 269-4","
영업시간 매일 10:00 ~ 23:00","031-706-6737

"
다빈치보드게임카페 보드카페,"서울 강남구 강남대로102길 14 3, 4층
(지번) 역삼동 619-4","
영업시간 매일 13:00 ~ 24:00","02-567-3757
"
옐로우미플 보드카페,"서울 마포구 연희로1길 45 3층
(지번) 연남동 383-38","
영업시간 월~목 13:30 ~ 24:00","070-8624-1777

"
아지트보드게임 보드카페,"경기 수원시 팔달구 향교로 22 지하 1층
(지번) 매산로1가 41-2",,"031-207-4200
"
매버릭보드카페 보드카페,"경기 화성시 동탄중심상가2길 29 5층
(지번) 반송동 88-6",,
더홀릭보드게임카페 배곧점 보드카페,"경기 시흥시 배곧3로 96 4층 402호
(지번) 정왕동 2514","
영업시간 월~목 13:00 ~ 24:00","031-8044-0037

"
스몰월드 서울대점 보드카페,"서울 관악구 관악로 168 2층
(지번) 봉천동 856-1","
영업시간 월~금 13:00 ~ 23:30","02-877-7909

"
홀덤스타 북문점 보드카페,"경기 수원시 장안구 팔달로 287 1층
(지번) 영화동 166-23","영업중
매일 18:00 ~ 06:00","010-4482-1674
"
보드스토리 건대점 보드카페,"서울 광진구 동일로22길 104 진명빌딩 7층
(지번) 화양동 7-9","
영업시간 매일 13:00 ~ 23:30","02-465-7770
"
가즈아 배틀보드게임 보드카페,"인천 남동구 논고개로 61
(지번) 논현동 747-1",,
플레이온보드게임카페 구디점 보드카페,"서울 구로구 디지털로32길 97-33 3층
(지번) 구로동 1124-2","영업중
월~금 14:00 ~ 06:00","02-857-5727
"
몬스터핸드 잠실점 보드카페,"서울 송파구 백제고분로7길 39 4층
(지번) 잠실동 183-1","
영업시간 월~목 14:00 ~ 01:00","02-415-6054

"
욜로 보드카페,"경기 성남시 중원구 둔촌대로101번길 25 분당인텔리지1 3층 킨스타워333호
(지번) 성남동 3488",,
레드버튼 충장로점 보드카페,"광주 동구 중앙로160번길 31-6
(지번) 황금동 63",,"062-227-3799
"
보드게임카페 따숲 보드카페,"경기 용인시 수지구 현암로 157 한솔프라자 5층 502호
(지번) 죽전동 1188-3","
영업시간 화~토 14:00 ~ 23:00","010-8212-2962
"
세븐보드게임카페 보드카페,"경기 성남시 분당구 황새울로258번길 32 코리아나빌딩 3층 302호
(지번) 수내동 7-5",,"
"
네옥스보드카페 보드카페,"경기 광명시 신기로17번길 3 서원빌딩 4층 405,406호
(지번) 일직동 510-6","영업중
매일 00:00 ~ 24:00","010-4965-4999
"
홈즈앤루팡 산본점 보드카페,"경기 군포시 산본로323번길 16-25 삼일빌딩 5층
(지번) 산본동 1136-2","
영업시간 월~목 13:00 ~ 01:00","031-392-3008

"
히어로보드게임 범계점 보드카페,"경기 안양시 동안구 평촌대로 223 지하1층
(지번) 호계동 1044-8","
영업시간 월~목 13:00 ~ 24:00","031-476-5959
"
더블디 보드카페,"경기 화성시 수노을중앙로 156 폴리프라자2 4층 402호
(지번) 새솔동 76-12","
영업시간 화~금 13:00 ~ 23:00","0507-1358-4723
"
홈즈앤루팡 건대점 보드카페,"서울 광진구 아차산로 241 2층 202,203호
(지번) 화양동 6-7","
영업시간 월~금 13:00 ~ 24:00","02-465-5536

"
보드게임카페 보드스쿨 보드카페,"서울 강남구 테헤란로1길 16
(지번) 역삼1동 818-15",,"02-3288-8658
"
포퀸스보드카페 보드카페,"서울 관악구 관악로 152 3층
(지번) 봉천동 1598-18","
영업시간 월~금 13:00 ~ 02:00","02-877-6787
"
아지트보드게임카페 보드카페,"대구 북구 칠곡중앙대로 337-1 2층
(지번) 태전동 989-5","
영업시간 매일 14:00 ~ 02:00","070-8980-9998

"
정글비 시흥은계점 보드카페,"경기 시흥시 은계번영길 7 단디프라자 304호
(지번) 은행동 646-2","
영업시간 월~금 13:00 ~ 23:00","031-315-9464
"
포퀸스보드카페 보드카페,"서울 강서구 마곡동로 62 마곡사이어스타워 5층
(지번) 마곡동 796-3","영업중
매일 13:00 ~ 04:00","02-2063-3755

"
홈즈앤루팡 강남점 보드카페,"서울 강남구 테헤란로1길 48 2층
(지번) 역삼동 619-16",,"02-567-8707

"
포커몬 기흥점 보드카페,"경기 용인시 기흥구 강남로 6 4층
(지번) 구갈동 595-1","영업중
매일 19:00 ~ 03:00",
보드게임카페 판 보드카페,"경기 성남시 분당구 분당로53번길 15
(지번) 서현동 269-3",,
브레인보드게임카페 보드카페,"경기 안산시 단원구 선부로 244 2층
(지번) 와동 759-3",,"031-8044-2277

"
강남텍사스홀덤 보드카페,"서울 강남구 삼성로86길 20 3층
(지번) 대치동 956-1",,"010-7918-9630

"
더플레이어 보드게임카페 보드카페,"경기 수원시 영통구 반달로7번길 16 5층
(지번) 영통동 998-4",,"031-206-6667
"
카페잭스 보드카페,"경기 수원시 영통구 광교중앙로25번길 68
(지번) 원천동 582-7",,"070-8816-1016
"
보드스테이지 보드카페,"인천 연수구 송도과학로16번길 33-3 C동 2층 219호
(지번) 송도동 176-1","
영업시간 월~금 12:00 ~ 24:00","032-816-7942
"
히어로보드게임카페 철산점 보드카페,"경기 광명시 오리로856번길 12 4층
(지번) 철산동 409","
영업시간 월~목 13:00 ~ 01:00","02-2060-3429

"
데블다이스 보드게임카페 안양점 보드카페,"경기 안양시 만안구 안양로 300 3층
(지번) 안양동 674-124","
영업시간 매일 12:00 ~ 24:00","0507-1369-3912

"
이수마장앤보드게임 보드카페,"서울 서초구 서초대로1길 15 진주빌딩 지하
(지번) 방배동 1656",,"010-9199-4955

"
보드게임카페 홈즈앤루팡 홍대점,"서울 마포구 홍익로3길 8 5층
(지번) 서교동 356-3","
영업시간 월~금 13:00 ~ 22:00","02-336-8708

"
위펀 보드카페,"서울 강남구 논현로175길 75 지하1층
(지번) 신사동 547-5","
영업시간 매일 13:00 ~ 23:00","070-7770-7705

"
비비홀덤 광장점 보드카페,"대구 달서구 야외음악당로39길 63 3층
(지번) 두류동 613-13","
영업시간 월~금 16:00 ~ 24:00","010-5880-4820
"
런 보드카페,"경기 안양시 동안구 인덕원로 20 2층
(지번) 관양동 1490-49",,
히어로보드게임카페 산본점 보드카페,"경기 군포시 산본로323번길 20-17 거성빌딩2차 4층
(지번) 산본동 1139","
영업시간 월~금 13:00 ~ 24:00","031-393-1203

"
캡틴보드카페 보드카페,"경기 성남시 분당구 야탑로69번길 21 2층
(지번) 야탑동 353-1","영업중
매일 12:00 ~ 04:00","031-708-6084
"
미르보드카페 보드카페,"서울 관악구 신림로11길 13 2층
(지번) 신림동 241-66","
영업시간 월~금 14:00 ~ 23:00","010-5931-0523

"
보드게임카페박스(BOX) 보드카페,"광주 동구 충장로 84-1
(지번) 충장로2가 21","
영업시간 월,화,수,목,일 13:00 ~ 23:00",
레드버튼 대학로점 보드카페,"서울 종로구 대명길 9 4층
(지번) 명륜4가 8-4","
영업시간 월~목 13:00 ~ 01:00","02-763-3799

"
광주방탈출카페 브레인 보드카페,"광주 동구 중앙로160번길 15-2 3층
(지번) 황금동 20","
영업시간 매일 12:00 ~ 24:00","062-223-1440

"
플렉스보드게임카페 보드카페,"서울 종로구 종로 119 3층
(지번) 종로3가 13-4","
영업시간 월~금 13:30 ~ 23:00","010-5762-0369

"
펄레드카페 보드카페,"서울 강동구 성안로 173 1104호
(지번) 천호동 151-2","
영업시간 월~금 09:00 ~ 22:00","
"
세라비보드카페 보드카페,"서울 영등포구 영등포로50길 5 3층
(지번) 영등포동3가 13","영업중
매일 13:00 ~ 03:00","02-2635-8446
"
다이스보드게임카페 황금점 보드카페,"광주 동구 중앙로160번길 30-1 3층
(지번) 황금동 91-1","
영업시간 월~금 12:30 ~ 24:00","062-236-1109

"
리플레이멀티보드게임카페 보드카페,"경기 용인시 기흥구 동백중앙로 283 골드프라자 C동 2층 207,208호
(지번) 중동 829","
영업시간 월~금 13:00 ~ 24:00","031-287-8167
"
정글비 경기양평점 보드카페,"경기 양평군 양평읍 남북로 68
(지번) 양평읍 창대리 649-9","
영업시간 월~금 14:00 ~ 22:00","070-7543-7700

"
홀덤치기좋은날 보드카페,"서울 관악구 봉천로 516 2층
(지번) 봉천동 1601-23","
영업시간 월~목 19:00 ~ 02:00","010-5007-9391

"
트리플보드카페 보드카페,"경기 성남시 분당구 구미로9번길 7 제2층 211호
(지번) 구미동 186-1","영업중
매일 00:00 ~ 24:00","031-715-2276

"
트리플나인 보드카페,"경기 용인시 기흥구 구갈로72번길 10-1 그랜드프라자 308호
(지번) 구갈동 353-7","영업중
월~목 08:00 ~ 03:00",
보드앤 보드카페,"경기 광주시 태봉로 51 성원프라자 307호
(지번) 태전동 251-24","
영업시간 월~토 13:00 ~ 21:00","031-765-0442

"
보드게임카페갬성 보드카페,"서울 송파구 백제고분로41길 26 3층
(지번) 송파동 26",,"
"
S보드게임클럽 보드카페,"경기 성남시 수정구 산성대로 269
(지번) 신흥동 2515",,"031-733-1919
"
히어로보드게임카페 신촌점 보드카페,"서울 서대문구 명물길 23 큐비드빌딩 3층
(지번) 창천동 31-80","
영업시간 월~금 13:00 ~ 24:00","02-6402-5700

"
친구네놀이터 보드카페,"서울 마포구 잔다리로 19
(지번) 서교동 405-3","
영업시간 매일 10:00 ~ 23:00","02-3144-6857
"
히어로보드게임카페 모란점 보드카페,"경기 성남시 중원구 둔촌대로101번길 27 M타워 5층 501,504,505호
(지번) 성남동 3489","
영업시간 월,화,수,목,일 13:00 ~ 01:00","070-4333-2178

"
정글비 대구율하점 보드카페,"대구 동구 안심로16길 47 율하타임스퀘어 309호
(지번) 율하동 1445","
영업시간 화~금 14:00 ~ 23:00","053-965-6299

"
타이쿤보드게임 카페 보드카페,"인천 미추홀구 경인남길30번길 49 2층
(지번) 용현동 194-27",,"032-864-3369

"
게임 아카이브 보드카페,"서울 서초구 효령로23길 45 101호
(지번) 방배동 919-12","
영업시간 매일 13:00 ~ 23:00","02-522-9377

"
스테이보드게임카페 보드카페,"서울 강서구 화곡로58길 25 3층
(지번) 화곡동 1115-26","영업중
매일 15:00 ~ 06:00",
마이티마장 보드카페,"서울 강남구 삼성로81길 35 강남빌딩 5층
(지번) 대치동 901-40","영업중
매일 00:00 ~ 24:00","0507-1398-2226

"
화이트엔젤 천호점 보드카페,"서울 강동구 올림픽로70길 61 두산위브센티움 2층
(지번) 천호동 414","
영업시간 매일 12:00 ~ 23:00","02-477-8031

"
보드스쿨 범계점 보드카페,"경기 안양시 동안구 평촌대로223번길 59 서련코아 405호
(지번) 호계동 1046-3","
영업시간 월~금 13:00 ~ 23:00","
"
데블다이스 보드게임카페 신촌점,"서울 서대문구 연세로5가길 1 5층
(지번) 창천동 57-8","
영업시간 매일 12:00 ~ 00:00","0507-1357-0343
"
대니보드게임카페 보드카페,"서울 관악구 남부순환로266길 6 지하1층
(지번) 남현동 1056-31","
영업시간 매일 11:30 ~ 23:30","010-9974-5970

"
데블다이스 보드게임카페 강남3호점,"서울 강남구 테헤란로1길 42 5층
(지번) 역삼동 619-18","
영업시간 매일 12:00 ~ 24:00","0507-1372-3912

"
AK펍 보드카페,"전북 부안군 부안읍 부풍로 59
(지번) 부안읍 서외리 36-4",,"010-5268-0364
"
이스케이프시티 성신여대점 보드카페,"서울 성북구 보문로34길 43 세학빌딩 6층
(지번) 동선동1가 49","
영업시간 월~금 14:00 ~ 23:00","070-4065-7355

"
라스보드카페 보드카페,"서울 강남구 언주로172길 36 지하 1층
(지번) 신사동 642-1","영업중
매일 00:00 ~ 24:00","02-3442-0320
"
월드보드카페 보드카페,"서울 강북구 도봉로87길 9 4층
(지번) 수유동 229-33","
영업시간 월~목 13:00 ~ 24:00","02-6959-3213

"
KSOP STADIUM 대구지점 보드카페,"대구 동구 효동로6길 86 3층
(지번) 효목동 1010-10","영업중
월~목 00:00 ~ 24:00","02-6949-2082

"
에이 보드게임카페 보드카페,"서울 강남구 논현로161길 16 지하 1층
(지번) 신사동 569-18",,"010-6499-9594

"
아지트 경북대점 보드카페,"대구 북구 산격로6길 29-2 2층
(지번) 산격동 1393-24",,"070-8285-6811
"
써미타스플레이스 보드카페,"강원 원주시 서원대로 111 103호
(지번) 단계동 1114-1",,"070-4117-1017
"
깔깔고블린 보드카페,"서울 마포구 동교로17안길 10
(지번) 서교동 461-2",,"
"
카카오보드카페 보드카페,"경기 성남시 분당구 구미로 11
(지번) 구미동 187-4",,
데블다이스 보드게임카페 강남4호점,"서울 강남구 테헤란로1길 42 6층
(지번) 역삼동 619-18","
영업시간 매일 12:00 ~ 24:00","070-8838-3912

"
펀보드카페 보드카페,"대구 북구 경대로5길 34 3층
(지번) 대현동 112-69",,"053-939-1095
"
아수라발발타 보드카페,"서울 강남구 강남대로118길 15 3층
(지번) 논현동 182-27","영업중
매일 13:00 ~ 07:00","070-7517-8153
"
퍼스트보드게임카페 구월점 보드카페,"인천 남동구 인하로 497-23 4층
(지번) 구월동 1466-1","
영업시간 월~목 13:00 ~ 01:00",
보드게임카페봉봉 보드카페,"경기 부천시 부일로483번길 15 2층
(지번) 심곡동 168-9","
영업시간 화~일 10:00 ~ 24:00","032-663-1433

"
킹덤보드게임카페 신림점 보드카페,"서울 관악구 신림로59길 12 6층
(지번) 신림동 1640-39","
영업시간 월~목 13:00 ~ 22:00","02-6439-3232
"
에이스보드게임 보드카페,"경기 성남시 중원구 제일로63번길 30
(지번) 성남동 3411",,
퍼스트보드게임카페 대학로점 보드카페,"서울 종로구 대학로 130 3층
(지번) 동숭동 1-34","
영업시간 월~목 13:00 ~ 01:00","02-3672-1253

"
고릴라보드게임카페 보드카페,"인천 부평구 시장로29번길 7
(지번) 부평동 193-14","영업중
매일 00:00 ~ 24:00","032-503-6003
"
쵸파보드카페 보드카페,"경기 안산시 단원구 고잔1길 42 우성빌딩 4층 401,402호
(지번) 고잔동 540-2",,"
"
잭보드카페 압구정점 보드카페,"서울 강남구 언주로172길 59 지하 1층
(지번) 신사동 662-11","
영업시간 매일 06:00 ~ 24:00","02-548-0779
"
다이스카페 상무본점 보드카페,"광주 서구 상무중앙로 7 9층
(지번) 치평동 1176-3","
영업시간 월~금 14:00 ~ 23:09","062-382-1109
"
달콤한상상 보드카페,"서울 양천구 신월로38길 12
(지번) 신정동 1020-9",,"02-2062-8569

"
명탐정보드게임카페 광주점 보드카페,"광주 동구 중앙로160번길 31-12 2층
(지번) 황금동 68-2","
영업시간 매일 12:00 ~ 24:00","070-8767-8588

"
지지보드게임카페 보드카페,"서울 강서구 강서로 24 4층
(지번) 화곡동 894-18","
영업시간 월,화,수,목,일 13:00 ~ 02:00","02-2699-5110

"
보드팩토리 보드카페,"서울 마포구 어울마당로 70 서포빌딩 5층
(지번) 서교동 364-15","
영업시간 월,화,수,목,일 13:00 ~ 24:00","02-324-6600

"
지니어스 보드카페,"대구 중구 동성로6길 40 2층
(지번) 공평동 55-1","
영업시간 월~목 12:30 ~ 00:30",
보드놀이터 2호점 보드카페,"서울 마포구 어울마당로 100-6 4층
(지번) 서교동 358-8","
영업시간 월~금 13:00 ~ 24:00","02-6405-4537

"
보드카페아쿠아 보드카페,"서울 영등포구 여의대방로51길 13 지하1층
(지번) 신길동 1243",,"02-6338-9339

"
보드스쿨 산본점 보드카페,"경기 군포시 산본로323번길 16-7 롯데프라자 4층 404호
(지번) 산본동 1135-1",,"
"
퍼스트보드게임카페 부평점 보드카페,"인천 부평구 시장로 21 3층
(지번) 부평동 193-7","
영업시간 월~목 13:00 ~ 01:00","032-503-0326
"
룰루랄라보드게임카페 보드카페,"경기 성남시 분당구 돌마로 47 4층 402호
(지번) 금곡동 166",,"031-714-7115
"
몬스터핸드보드카페 하남미사점 보드카페,"경기 하남시 미사강변중앙로170번길 10 신성프라자 2층 201~203호
(지번) 망월동 1111",,"031-8028-1543

"
룸카페리치 보드카페,"경기 화성시 꽃내음1길 19-26
(지번) 새솔동 77-5",,
미플보드게임 보드카페,"서울 동대문구 회기로 150 지하1층
(지번) 회기동 45-53","
영업시간 매일 12:00 ~ 23:30","070-8836-7788

"
파이널나인 경대북문점 보드카페,"대구 북구 대학로15길 2 2층
(지번) 산격동 1399-4","영업중
매일 19:30 ~ 03:00","010-4444-4878

"
몬스터홀덤 보드카페,"서울 중구 을지로3길 30-5 4층
(지번) 다동 98-1","
영업시간 매일 13:00 ~ 02:00","
"
제이든플레이스보드게임 보드카페,"경기 용인시 수지구 신봉1로 175 2층
(지번) 신봉동 964-1",,"031-262-1055
"
더홀릭 보드게임카페 철산점 보드카페,"경기 광명시 오리로856번길 18 락희빌딩 5층
(지번) 철산동 401","
영업시간 월,화,수,목,일 12:00 ~ 01:00","0507-1491-2778
"
플립보드게임카페 샤로수길점 보드카페,"서울 관악구 관악로16길 46 지하1층
(지번) 봉천동 1611-3","
영업시간 매일 13:00 ~ 23:00",
보드게임카페홈즈앤루팡 신촌점 보드카페,"서울 서대문구 연세로 12 지하1층
(지번) 창천동 18-21","
영업시간 월~금 12:30 ~ 02:00","02-365-8282

"
더홀릭 강남점 보드카페,"서울 강남구 테헤란로84길 9 2층
(지번) 대치동 943-8",,"02-555-9438
"
보드게임카페 잠실새내점 보드카페,"서울 송파구 올림픽로10길 9 진영빌딩 4층
(지번) 잠실동 180-1","
영업시간 월~목 13:00 ~ 01:00","02-420-3799
"
큐브 목동본점 보드카페,"서울 양천구 목동로25길 16
(지번) 신정동 895-26",,"02-2694-0123
"
묵찌빠보드게임까페 보드카페,"인천 부평구 부평문화로 72-1
(지번) 부평동 201-132","
영업시간 매일 11:00 ~ 23:30","032-522-0251
"
오케이 보드카페,"광주 광산구 첨단중앙로124번길 62
(지번) 월계동 877-5",,"062-973-9874
"
마이턴 보드게임카페 보드카페,"서울 서대문구 연세로5가길 8-6 3층
(지번) 창천동 31-47",,"02-3141-7700
"
사가정 명카페보드게임 보드카페,"서울 중랑구 사가정로51길 39 3층
(지번) 면목동 595-51","
영업시간 월~목 15:00 ~ 24:00","070-5025-2060
"
마인드셋 보드카페,"서울 서초구 동작대로 36 대광빌딩 지하1층
(지번) 방배동 442-3","영업중
매일 00:00 ~ 24:00","010-8816-3735
"
울퍼보드게임카페 보드카페,"서울 송파구 백제고분로7길 24-17 2층
(지번) 잠실동 190-4","
영업시간 월,수,목,금,토,일 12:00 ~ 24:00","0507-1335-3502

"
W보드카페 보드카페,"서울 강남구 선릉로155길 29 지하1층
(지번) 신사동 656","영업중
매일 00:00 ~ 24:00",
Fake보드까페 보드카페,"경기 성남시 수정구 산성대로 259-1 지하1층
(지번) 신흥동 4186",,
데블다이스 보드게임카페 홍대점 보드카페,"서울 마포구 어울마당로 116 3층
(지번) 서교동 345-6","
영업시간 매일 12:00 ~ 23:50","070-4234-3912

"
쿼즈 보드카페 보드카페,"서울 양천구 오목로 337-10 지하1층 2호
(지번) 목동 406-271","
영업시간 월~금 16:00 ~ 02:00",
조이보드카페 보드카페,"서울 강남구 선릉로157길 14-7 압구정빌딩 지하1층
(지번) 신사동 663-17","영업중
매일 00:00 ~ 24:00","02-6013-2950

"
썬보드카페 보드카페,"서울 강남구 테헤란로22길 13 예동빌딩 지하1층
(지번) 역삼동 736-42",,"02-557-7673

"
크라임씬카페 코티지가든 보드카페,"서울 마포구 양화로6길 57 지하 1층
(지번) 서교동 396-36","
영업시간 화,수 18:00 ~ 22:00","010-8575-2642

"
사당텍사스홀덤 보드카페,"서울 관악구 남현1길 20 2층
(지번) 남현동 1064-3","
영업시간 월~토 18:00 ~ 01:00",
홀덤오피스 보드카페,"대구 북구 동천로23길 30-21 6층 601호
(지번) 동천동 953-2","영업중
매일 18:00 ~ 05:00","010-4742-4500

"
텍사스보드카페 보드카페,"서울 성동구 마조로1가길 11 지하
(지번) 행당동 4-6",,
놀이터보드카페 보드카페,"경기 광주시 경안로 37
(지번) 경안동 36-31",,
써미타스플레이스 보드카페,"강원 원주시 서원대로 402 4층 402호
(지번) 단구동 1511-4",,
트럼프샵 보드카페,"대구 북구 대학로15길 8-1 2층
(지번) 산격동 1393-15","
영업시간 월~금 17:00 ~ 02:30","
"
보드스토리 보드카페,"서울 강동구 천호대로157길 17 3층
(지번) 천호동 454-64","
영업시간 매일 13:00 ~ 23:30",
파이널나인 지산점 보드카페,"대구 수성구 용학로 293-10 2층
(지번) 지산동 1288-12","
영업시간 월~금 10:00 ~ 19:00","010-8297-3336

"
제임스보드게임카페 보드카페,"경기 안양시 동안구 관평로182번길 30 한솔프라자 4층
(지번) 관양동 1603-8",,"031-345-5884
"
팬텀홀덤앤보드카페 동춘점 보드카페,"인천 연수구 앵고개로246번길 39-22 3층
(지번) 동춘동 933-15",,"
"
메이드보드게임카페 보드카페,"서울 마포구 잔다리로 25 우신빌딩 지하1층
(지번) 서교동 395-91","영업중
월~금 13:00 ~ 03:00","070-4135-1122
"
JT보드카페 보드카페,"경기 성남시 수정구 시민로142번길 15
(지번) 신흥동 4105",,"010-8338-1541
"
레끄레오 보드게임카페 보드카페,"서울 마포구 홍익로6길 27 4층
(지번) 동교동 162-10","
영업시간 월~목 12:00 ~ 23:00",
위치스브루 보드카페,"인천 계양구 계양대로 166 정우빌딩 2층
(지번) 계산동 968-12","
영업시간 월,수,목,금,토,일 13:00 ~ 24:00","032-271-2931

"
하프보드카페 보드카페,"경기 성남시 분당구 성남대로926번길 6 대덕프라자 3층 301호
(지번) 야탑동 361-5",,"031-705-8600
"
하비게임몰 보드카페,"경기 부천시 중동로254번길 104 호정프라자 403호
(지번) 중동 1138",,"070-8848-7799

"
카페깔깔고블린 보드카페,"서울 마포구 동교로17안길 10 1층
(지번) 서교동 461-2","
영업시간 화~금 11:00 ~ 22:00","070-4150-4612

"
히어로보드게임카페 발산점 보드카페,"서울 강서구 강서로 385 우성에스비타워 3층
(지번) 마곡동 727-1271","
영업시간 월~목 13:00 ~ 24:00","02-3665-0435

"
베가스 보드게임카페 보드카페,"서울 송파구 올림픽로10길 9
(지번) 잠실동 180-1",,"070-8953-5229
"
큐큐보드게임 보드카페,"경기 시흥시 대은로 86 302호
(지번) 은행동 535",,"070-7766-9950
"
홈즈앤루팡 노원점 보드카페,"서울 노원구 상계로 64 화랑빌딩 3층
(지번) 상계동 617","
영업시간 매일 12:00 ~ 24:00","02-952-8707
"
포카드 보드카페,"대구 북구 연경지묘로 2 2층
(지번) 연경동 962-3",,"010-2450-9905

"
승리룸보드카페 보드카페,"서울 구로구 경인로 342 3층
(지번) 개봉동 170-41",,"02-2614-5800
"
포퀸스보드카페 등촌점 보드카페,"서울 강서구 공항대로59가길 10 한울H밸리움 지하 1층
(지번) 등촌동 648-11","영업중
매일 00:00 ~ 24:00","02-2659-9008

"
레이지클라우드 보드카페,"서울 동대문구 휘경로 5-1 7층
(지번) 이문동 288-26","
영업시간 월,수,목,금,토,일 13:00 ~ 23:00","02-966-9622

"
아수라발발타 역삼점 보드카페,"서울 강남구 테헤란로33길 13 서안빌딩 3층
(지번) 역삼동 678-16","영업중
매일 00:00 ~ 24:00","02-553-6443
"
007보드카페 보드카페,"경기 부천시 중동로254번길 78
(지번) 중동 1143-3","영업중
월~목 15:00 ~ 04:00","032-322-2003

"
놀이터보드카페 보드카페,"경기 화성시 꽃내음1길 19-18 송산프라자 701호
(지번) 새솔동",,
더룸보드카페 보드카페,"경기 안양시 동안구 관평로182번길 23
(지번) 관양동 1602-6",,
보드게임공간 보드카페,"서울 관악구 관악로 168 2층
(지번) 봉천동 856-4",,
보드게임카페 로직 안암점 보드카페,"서울 성북구 고려대로24길 36 3층
(지번) 안암동5가 102-32","
영업시간 매일 13:00 ~ 23:00","010-7311-2283
"
헬로보드게임카페 보드카페,"인천 연수구 샘말로7번길 3
(지번) 연수동 600-6",,"070-7767-8000
"
보드카페고 보드카페,"서울 강남구 언주로172길 60
(지번) 신사동 663-11",,
오렌지보드카페 보드카페,"서울 송파구 중대로9길 29 보광빌라 4층
(지번) 가락동 88",,"010-8344-1269

"
빅토리어스 보드카페,"대구 북구 칠곡중앙대로 189 1층 104호
(지번) 태전동 1113","영업중
매일 19:00 ~ 04:00","010-5519-1116
"
슈퍼보드 홍대점 보드카페,"서울 마포구 어울마당로 98 3층
(지번) 서교동 358-67",,"02-3142-0077
"
4엠지 보드카페,"경기 안양시 만안구 장내로149번길 53
(지번) 안양1동 674-81",,
플레이보드카페 보드카페,"서울 영등포구 국제금융로 86
(지번) 여의도동 43-4",,"02-2272-3179
"
ZIN보드카페 보드카페,"서울 강남구 봉은사로1길 6 3층
(지번) 논현동 201-1",,
홀스 구디점 보드카페,"서울 구로구 디지털로32나길 22 홀스
(지번) 구로동 1124-38",,
토마토보드카페 보드카페,"서울 강남구 테헤란로43길 10 지하1층
(지번) 역삼동 702",,"070-4189-4740

"
보드케이브 보드카페,"서울 관악구 남부순환로145길 14
(지번) 신림동 539-18",,"
"
제이제이 보드카페,"서울 강남구 도곡로4길 5
(지번) 도곡동 942-11",,
보드게임카페윈 보드카페,"경기 성남시 분당구 분당로53번길 14
(지번) 서현동 268-4",,
펀카페 전남대점 보드카페,"광주 북구 우치로100번길 10
(지번) 용봉동 160-3",,"062-261-2808
"
레드버튼 부평2호점 보드카페,"인천 부평구 경원대로1403번길 6 5층
(지번) 부평동 159-44",,"032-517-3799

"
